7735	1	a	#Covid-19 survivor tells her experience One of the eight patients so far discharged after being treated for Covid-19 shares her story.Recounting how it all started, Oluwaseun Ayodeji... via 24liveblog
643	0	a	Totally transparent propaganda. 89% of people who die from #COVID19 in the UK will die unnecessarily. Because their deaths will be a direct result of Tory Government failings. #ExerciseCygnus #HerdImmunity #WhereAreTheVentilators #boristhebutcher
6240	0	a	Reliable sources from GB Health Dept confirm that he has suffered brain hemorrhage because of the hyper tension. He is still alive and is on the ventilator. Let's pray for his recovery and better life. #Corona #CoronaCrisis #CoronaInPakistan
5175	1	a	"#USA CDC Director Dr. Robert Redfield says there are over 500 coronavirus cases in the U.S. in 35 states and the District of Columbia. ""At the present time, the risk to the American public does remain low."""
1814	0	a	#Chinese Researchers Confirm DTMNBN Linked to Horseshoe Bat Studies at One Wuhan Research Institutes (VIDEO)  #Coronavirus #Auspol #COVID19Pandemic
2903	0	a	MT   Chinese doctors say autopsies of #coronavirus victims suggest the deadly illness is like a combination of SARS and AIDS that can cause irreversible lung damage even if the patient recovers. More Evidence. #COVID19
5320	1	a	Cases #5 and 6 of Covid19 in The Philippines: If they dont have a travel history, how come they were infected by the virus? Like, pano nila na acquire yun?
934	0	a	Coronavirus is also Trump's (not Bush's) Katrina. Trump took out a full page add on front pages of nola newspapers on the Friday before the hurricane hit, then kept promoting his proposed luxury high rise during rescue & recovery, WITHOUT donating his time or a dime to relief.
6671	0	a	X22 DS Biden in Place, Hillary Preparing to Run. Trump Suing CNN. Judicial Watch suing Schiff. Strzok, Page, Baker Now COOPERATING WITNESSES Already arrested & signed guilty plea. Patriots hold Trump card CoronaVirus NOT as deadly as MSM state
1857	0	a	Time to open investigation and hearings about why public not alerted weeks earlier and lack of test kits. #coronavirus #conflictodeintereses #WashingtonState
2075	1	a	Here are the latest #coronavirus numbers provided by #MarinCounty: - 38 confirmed cases - 357 residents tested - 6.72% of people tested have had a positive result More:
4528	0	a	For the sake of Humanity skip the animal testing! It can give false negatives + correspond poorly to how a medicine works in humans. It also subjects helpless animals to tremendous suffering. Do like the NIH + biotech co Moderna! #COVID19 #coronavaccine
7745	0	a	Mom was telling us how many people have tested positive for the coronavirus in Oklahoma and Journey said well its a good thing we dont live in Oklahoma
4294	0	a	According to the CECC, starting today, all inbound passengers arriving in Taiwan with a fever or symptoms of respiratory tract infection will be taken to a designated quarantine facility after having their samples taken for coronavirus testing at the airport.
64	1	a	Delighted to hear that friend   has been discharged from hospital after having Covid-19. I heard of her husband   she's at home & was having a brew. What a fighter you are Linda. Wishing the family good health, love   x #localradio #darloradio
6938	0	a	He thought he was a super hero. He had a big jamboree on the 13-15 March 2020 in Jeffreys Bay! Did his fanbase of ultra-right 1652 folks attend it and have they been tested!? #21daysLockdownSA #SouthAfricaLockdown #coronavirus #COVID19SouthAfrica #Covid19SA
4465	0	a	THREAD: Might the death toll from covid-19 be higher than the official fatalities attributed to it so far? Data emerging from the worst-hit places in Europe suggest so. (1/9)
5925	1	a	Simultaneously Tuberculosis,Meningitis&Covid19 have outbreaks in the Fashafuyeh prison. in Jan 250 infected to Tuberculosis,some died,in Feb,2prisoners died due to meningitis&Fashafuyeh was first prison which had reported some prisoners have been infected to covid19 at there.
684	1	a	"One #US embassy, #NewDelhi personnel tests positive for #COVID19. Statement from US state dept- We are aware of reports of a COVID-19 case related to an Embassy New Delhi employee. We are working with #Indian health authorities to ensure the employee receives proper treatment."""
5024	0	a	Dear fellow Kenyans, we have a perfect escape from COVID19. This Easter join us for a one time only screening of the award winning #TheElephantQueen on   this EASTER SUNDAY at 5 pm. FILMED ENTIRELY IN KENYA #MimiNaWewe #NdovuWetu     Pls RT
6465	0	a	Up to 50% of pts with COVID-19 infection may have normal CT scans 02d after onset of sxs from COVID-19 COVID-19 RT-PCR sensitivity 60 - 70%; Therefore pts w/ PNA due to COVID-19 may have lung abnormalities on chest CT but an initial negative RT-PCR
3859	0	a	One thing is clear. Donald Trump downplayed the threat of COVID-19 as long as he could to protect the...STOCK MARKET. Not us. Republicans had a chance to convict and remove him from office. They refused.
7046	0	a	COVID-19 deaths in the US have exceeded the number of China. It is solely caused by US govts mishandling. Wuhan imposed a lockdown on Jan. 23, sending a clear warning. The US only had 1 confirmed case then and there was time. Trump administration has failed the American people.
5330	1	a	Among Chinese resident in Prato there isnt even one case of Covid contagion, he said, referring to Covid-19, which has killed almost 12,000 people in Italy, more than in any other country.
6149	1	a	Meanwhile, David & Sally Abel (who Skyped #SkyNews about their quarantine on #DiamondPrincess) are still in Japan. Both tested +ve for #CoVID_19, got sick, recovered & now need 3 -ve tests on consecutive days to be allowed to leave. David tested +ve on his 3rd, so needs 3 more...
6303	1	a	I just calculated the odds of those 39 people dieing of COVID-19 under standard care with the latest COVID-19 death rate for those over 60, and dayum. All three of us would win the Powerball jackpot before all those people would have died without HCQ.
305	0	a	"Long, you Schmuck."" Satellite images show Iran has built mass graves amid coronavirus outbreak. Trenches in city of Qom confirm worst fears about extent of the epidemic and the governments subsequent cover-up."" You are whitewashing Iranian regime crimes"
1465	1	a	An inmate at a federal prison in Mission, B.C., has died from apparent complications related to COVID-19.
6537	1	a	TN COVID19 cases 231 on Friday now up to 372 today. GA cases up to 507 today. Unless your job is essential or your need is urgent, stay home, use good hygiene and stay hydrated while eating a nutrient-rich diet. #WorkingToBeatCOVID19
4029	0	a	Confirmed COVID-19 cases The USA! Updated: 04/10/20 Visit:   for the latest updates. #Coronavirus #COVID19 #CoronavirusPandemic #Pandemic #Epidemic
487	0	a	Coronavirus: Millions watch Peaky Blinders parodies -  An impressionist says he has received messages of thanks from around the world after posting parodies of Peaky Blinders scenes urging people to stay at home during the coronavirus lockdown. Zac Cla...
4805	1	a	#Nizamuddin West in Delhi recently held a Tablighi Jamaat event attended by Muslims from various countries outside India, soon after that over 200 people developed symptoms of COVID-19. More than 1400 #Corona suspects have been evacuated from Nizamuddin
