1364	1	a	Flashback Friday to that time I was really sick in Thailand 3 days before the first official case of Coronavirus was reported in Thailand and we had a layover in Hong Kong on the way to Hong Kong do you guys think Im a survivor
4298	1	a	Two individuals from Florida die of coronavirus while deaths in Seattle climb to 14 #Starbucks
5870	1	a	Caddo, Bossier, and DeSoto Parish area are all reporting more deaths from the coronavirus as the number of confirmed cases in NWLA passes the 1,000-mark. #NWLAnews #lanews #COVID19
2543	1	a	January 29: With #coronavirus cases in #China rising to more than 9,000, and with at least 118 confirmed cases in 22 other countries, most countries stop flights to and from China. But flights between #Iran and China continue as normal.
6101	0	a	There needs to be a full, international investigation of #GOP Republican Partys actions that helped turn #coronavirus #COVID19 into a global pandemic - and #Trump needs to be prepared to pay Americans for the havoc he unleashed with his lies and incompetence. #FTFY
2760	1	a	A growing evidence COVID-19 transmission is facilitated in confined settings, a large cluster (634 confirmed cases) of COVID-19 secondary infections occurred aboard a cruise ship in Japan, representing about one fifth of the persons aboard who were tested for the virus.
2715	0	a	How is NSW Education responding to schools with positive cases of #COVID19?  Education Minister Sarah Mitchell   explains the process to
6263	1	a	Florida announces two #coronavirus deaths, making the first outside of the West Coast. The U.S. death toll from the virus has now climbed to 16, with all but three in Washington state.
1779	0	a	"Calling it now, the coronavirus will tank the economy before 2020 elections (Just in case Bernie wins), and Trump will ""fix"" the economy in the exact same way Obama ""fixed"" it. The 1% will benefit, except this time banks won't be blamed, but they'll profit, but The People won't."
5889	1	a	32 people were tested positive yesterday in Delhi out of which 29 people had attended Tablighi Jamaat event in Nizamuddin. A total of 700 possibly infected & confirmed cases of #COVID19 are in different hospitals in Delhi: Health Minister Satyendar Jain
1795	0	a	Donald Trump must be a one-term POTUS, because two terms of his madness is not something we can recover from. I will #VoteBlueNoMatterWho. If I have the #COVID19 on Election Day I will put on hazmat suit so as to not infect people & crawl to the polls to #DumpTrump.
2947	0	a	Me explaining to my son 20 years from now how COVID-19 was actually a viral weapon the government created for population control but they lost control of it and ended up killing themselves so we should never shop at foot locker because Jeffrey Epstein didn't kill himself.
3425	1	a	He surely won't be a priority patient of any Switzerland hospital. Switzerland, a country of just 8.5 million people, is one of the countries most affected by the coronavirus in Europe, with almost 11,000 positive tests and 154 deaths.
2107	0	a	I know I might be perceived as extreme but without a shred of emotion, I would suggest diz men get TRACED, COURT MARTIALED AND KILLED AT GUN POINT #MoneyHeist4 #MimicMercyIlEkeChallenge #COVID19 #COVID19Nigeria #Coronavirus #Army #COAS #Drake #LaCasaDePapel4 #NigeriaArmy
3958	1	a	As coronavirus cases in the U.S. top 19,000, President Trump unlocks federal funding and assistance for New York, the state with the highest number of infections in the country
6709	0	a	"#COVID19 C - China's O - Official V - Viral I - International D - Disaster Deal with it, then deal with them and please refrain from using the word ""Chinese"" as it refers to 1.4 billion innocent people. However, ""China"" refers to the oppressive dictatorship that put us here."
672	0	a	Thanks, I am. I got so weak I actually fell & broke my hip! That was a breeze compared 2 this un-diagnosed illness I had. Now am wondering if I did have COVID-19! I went from independent 74 yrs who painted her own house to an invalid in 2wks & no 1 cld tell me what was wrong!
4310	0	a	The FDA says it hasn't approved any at-home coronavirus tests, but is working to increase COVID-19 testing availability.
3040	0	a	Local nonprofits that help people in our community are feeling the pressure of coronavirus restrictions, including Trinity Life Ministry. But there are ways you can help...including bringing your spring cleaning items to their door.
6658	1	a	For example, as of today, travel in Marion County, west of Chattanooga, has dropped only 1%, per Unacast data. Marion County has reported 13 cases of coronavirus and one death.
6337	1	a	Mutahi Kagwe: Ministry of health has confirmed the first corona virus case in Nairobi, Kenya. The government, cartels, political leaders can't believe that Covid-19 in Kenya finally, it is time for doing business with Kenyans health even stopping the BBI reggae #coronaviruskenya
7217	0	a	'US intel concluded that China has been concealing the true extent of the coronavirus outbreak within its borders by under-reporting total cases & deaths. Bloomberg reported on intel study that found Chinas public reporting is intentionally incomplete & their numbers are fake'
800	1	a	the average deaths per day during Civil War, the deadliest war in American history, was about 500. yesterday, more than 2,400 people in the US died of covid.
2958	0	a	1. Where does one get tested for covid19? 2. 104 is not reachable from any popular mobile network... Is it a Bsnl only number? 3. If patient suspects covid, should she go to some hospital? Public? Private? Please advice urgently.
780	1	a	.  shared that she and her son were both diagnosed with & recovered from COVID-19 over the past two weeks. The singer is also donating $1,000,000 to fight the virus.
6383	0	a	Economic conditions associated with the COVID-19 pandemic are affecting decisions for production at the former Kellogg's bakery near the intersection of Main Street and U.S. 40 in Seelyville.
6566	1	a	omg my aunt who lives with me have to do a check-up cuz she was in contact with a positive covid-19 person in a meeting one week ago i am lowkey scared
3772	1	a	#coronavirus cases surging to over 1 million world wide 1000 people dying a day in the United States. 1000 people dying every day from #COVID19
7092	1	a	NATIONAL NEWS: Coronavirus: Linda Lusardi says COVID-19 made her want to die and turned her vomit blue
7111	0	a	The reality is it's not just elderly people who are infected & severely ill, although that is the message Trump at 73 is pushing. 50% of the coronavirus patients who are in critical condition are under age 50 in France. Both women profiled here were 29:
1478	0	a	the 2 sides of coronavirus opinions on twt it is nothing theres nothing going on more like 2 deaths smh fear mongering its just like the flu this was made by my wifes boyfriend and he unleashed it in china because the sun and moon were aligned perfectly when he unleashed it
4997	0	a	On the   #blog this week! A guest post from Tony Kummer of   In Coronavirus Disease 2019: How your Church & Childrens Ministry can respond, Tony shares steps every congregation, Sunday School, and Kids Ministry can take right now.
3638	1	a	6 in IL now. No panic, just awareness. #chicago #COVID19 Class canceled at CPS school after employee tests positive for COVID-19; Illinois 6th confirmed case
200	0	a	Like USPS, Republicans want 2 privatize it.  I wonder if the Mar-a-Lago shadow VA leaders, think veterans, & health care workers' deaths are the price 2 pay 2 speed up privatization.  Trumps War on VA Workers Is Exposing Them to the Coronavirus
5392	0	a	EWG News Roundup (4/10): Mapping PFAS Discharges, COVID-19 Hand Care Tips and More
5932	0	a	How Coronavirus can spread without direct contact with an infected person?  via   watch
7766	1	a	#Jaipur | Health Minister Dr.   said that the state government is fully alert and prompt as per its slogan and due to this vigilance, no positive case has been reported in #Bhilwara for several days. #Coronavirus #COVID19 #Lockdown #Rajasthan
4046	1	a	DAILY CORONAVIRUS UPDATE: U.S. death near 10,000 as officials warn of hard week ahead. Watch your daily coronavirus update live now.
1515	1	a	USA  has new #coronavirus records: 400,335 cases and 12,841 deaths. Spains numbers are still going up: 141,942 cases and 14,045 deaths. New cases in Italy are dropping but not in France. I really hope we reach peaks this month.
733	0	a	#FactsNotFear | Infectious disease specialist Dr. Paul Schultz with Norton Hospital joins Doug to answer some of the top 25 questions about COVID-19.
1993	1	a	COVID-19 Update: Today 3/20/20, our Department confirmed a 7th and 8th case of COVID-19 in Thurston County. We will continue to update our webpage with current information. Please visit it to learn how you can help prevent the spread of COVID-19.
1083	1	a	Pastor Roly and Pastor Jeru of NJ, father and son recovering from COVID-19, just lost a family member today due to the pandemic. Praying for all Gods servants infected with the virus themselves while faithfully serving. #prayforchurchworkers #praylikeneverbefore
2203	0	a	Judging from our experience in Portugal the rate of growth of covid-19 deaths stops growing quickly (hopefully; we are still not out of the woods yet) about 2 weeks post lock down. So much of USA should see the same soon.
4677	0	a	Week 12 in photos #onedailypositive #project366 Dubai during Covid-19, visitors and a storm
2636	1	a	"Five more people dead in NJ from novel coronavirus, governor says. State now has 1327 total positive patients with 442 new cases. That comes with ""aggressive testing,"" and community spread, Murphy says."
880	1	a	"Mike Pompeo calls Coronavirus pandemic a Exercise live on CNN  via   The US on Monday reported more than 100 coronavirus deaths  marking the first time fatalities hit triple digits in a single day. AND POMPEO CALLS THAT AN ""EXERCISE """
7554	0	a	So thanks to Trump's failure to act & follow information from Doctors, America now has a 1/4 of the worlds Covid-19 cases & the worlds highest death rate due to Virus. Yet we still see 8 states without lock downs or distancing ???
6049	0	a	I watched Chris Cuomo last pm & saw you & Dr Gabrins husband. Its so heartbreaking. I want to send my heartfelt condolences. Dr Gabrin is a hero & his death from this virus is devastating. If we are on par with Italy, COVID-19 will take a terrible toll here.
6498	1	a	#CORONAVIRUS UPDATE: There are new details about the first coronavirus case with a connection to Connecticut. One New York resident who tested positive works at two Connecticut hospitals.   reports.
4883	1	a	Spain:  Under control, and improving rapidly, EPIDEMIC. Est. 4.11% of pop. infected. Much, much worse to come. Proj. death toll 42,585 after 111 days.  10/04 #Covid 1/3
5216	0	a	Gov. Asa Hutchinson doubled down on his decision that a stay-at-home order is not needed in Arkansas citing data showing the number of covid-19 cases rising slower than projected. He also said the order would put an additional 100,000 or more out of work.
1510	1	a	#Iranian Health Ministrys public relations director said since the outbreak of the new #coronavirus in country, 611 people have lost their lives and 4,339 others have completely recovered from the infectious disease
5419	1	a	Look at that biohazard cocoon.  US coronavirus cases hit more than 400: Frightening photo of an infected Nebraska woman, 36, being taken to a bio-containment unit is released as the outbreak grows and death toll rises to 19 #coronavirus
2735	0	a	KAM CEO   - Its impact is also being felt in Kenya. KAM conducted a survey among its Members to assess this impact on local supply chains. Majority of Kenyan manufacturers are negatively affected by the outbreak of Coronavirus. #KAMTakesYouThere #COVID19
3018	0	a	Like yesterday , Morrison not exempting flights from Italy , when it has the most cases of COVID 19 outside of China, grew 40% this week
2439	0	a	It was our first warm day of the year and Detroit (actually MI) acting like we arent #3 in the country for coronavirus cases.
5150	0	a	That's adorable. He's going to kill every one of them. Twitler is going to say they all had coronavirus & they all had to be incinerated. On. The. Spot.  Next up, America's homeless vets & anybody who doesn't pass his loyalty test. It's what China's doing, they banned funerals.
4322	0	a	Tonight, to recover from remarks on #coronavirus, #GovernorPhotoOp will probably go to some event or gala, but this ignored #WheelchairUser may not sleep well. MATTHEW 25:34-46 GoFundMe/Video: UNREAD Sisolak Email:
3844	1	a	British Prime Minister Boris Johnson has been moved to intensive care after his coronavirus symptoms worsened and he has asked Foreign Secretary Dominic Raab to deputise, Downing Street says.
